course_name,sis_id,course_link,page_title,page_url
EMS Early American History,LS-784,https://lms.learnstage.com/courses/218,Watch Second! - Module 1 Instructional Video,https://lms.learnstage.com/courses/218/pages/watch-second-module-1-instructional-video
EMS Early American History,LS-784,https://lms.learnstage.com/courses/218,Watch First! - Module 2 Introduction Video,https://lms.learnstage.com/courses/218/pages/watch-first-module-2-introduction-video
EMS Early American History,LS-784,https://lms.learnstage.com/courses/218,Course Home Page - EHS,https://lms.learnstage.com/courses/218/pages/course-home-page-ehs
EMS Early American History,LS-784,https://lms.learnstage.com/courses/218,Watch First! - Module 4 Introduction Video,https://lms.learnstage.com/courses/218/pages/watch-first-module-4-introduction-video
EMS Early American History,LS-784,https://lms.learnstage.com/courses/218,Watch Second! - Module 4 Instructional Video,https://lms.learnstage.com/courses/218/pages/watch-second-module-4-instructional-video
EMS Early American History,LS-784,https://lms.learnstage.com/courses/218,Meet Your Instructor,https://lms.learnstage.com/courses/218/pages/meet-your-instructor
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*2.3 Basic Browser Tools,https://lms.learnstage.com/courses/409/pages/star-2-dot-3-basic-browser-tools
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,Reminder: Online Test Environment Expectations-3,https://lms.learnstage.com/courses/409/pages/reminder-online-test-environment-expectations-3
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,**FOR COURSE DESIGNERS - Page building resources,https://lms.learnstage.com/courses/409/pages/star-star-for-course-designers-page-building-resources
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*10.1 Why It Matters: Integration,https://lms.learnstage.com/courses/409/pages/star-10-dot-1-why-it-matters-integration
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*2.7 Adjusting Search Parameters,https://lms.learnstage.com/courses/409/pages/star-2-dot-7-adjusting-search-parameters
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*2.4 Web Searching,https://lms.learnstage.com/courses/409/pages/star-2-dot-4-web-searching
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*4.5 Find and Replace,https://lms.learnstage.com/courses/409/pages/star-4-dot-5-find-and-replace
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,Reminder: Online Test Environment Expectations-2,https://lms.learnstage.com/courses/409/pages/reminder-online-test-environment-expectations-2
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,Course Home Page,https://lms.learnstage.com/courses/409/pages/course-home-page
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,Meet Your Instructor,https://lms.learnstage.com/courses/409/pages/meet-your-instructor
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*2.9 Putting It Together: Internet Research,https://lms.learnstage.com/courses/409/pages/star-2-dot-9-putting-it-together-internet-research
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*3.10 Lists,https://lms.learnstage.com/courses/409/pages/star-3-dot-10-lists
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,Course Home Page - EHS,https://lms.learnstage.com/courses/409/pages/course-home-page-ehs
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*3.5 Selecting and Moving Text,https://lms.learnstage.com/courses/409/pages/star-3-dot-5-selecting-and-moving-text
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,*2.8 Image Searches,https://lms.learnstage.com/courses/409/pages/star-2-dot-8-image-searches
Introduction to Computer Applications EHS,LS-583,https://lms.learnstage.com/courses/409,Instructor Introduction - Jamison,https://lms.learnstage.com/courses/409/pages/instructor-introduction-jamison
Chemistry Principles EHS,LS-523,https://lms.learnstage.com/courses/383,Reminder: Online Test Environment Expectations-2,https://lms.learnstage.com/courses/383/pages/reminder-online-test-environment-expectations-2
Chemistry Principles EHS,LS-523,https://lms.learnstage.com/courses/383,Reminder: Online Test Environment Expectations-3,https://lms.learnstage.com/courses/383/pages/reminder-online-test-environment-expectations-3
